augmentation_index,blur_sigma,filename,font,fontsize,glyph,glyph_code,noise_sigma,rotation,scale,synthetic,tx,ty
1,0.2,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug01.png,synthetic_default,12,ఆ,3078,7.12,0.48,0.98,True,2,-1
2,0.65,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug02.png,synthetic_default,12,ఆ,3078,1.55,2.14,1.03,True,-2,1
3,0.33,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug03.png,synthetic_default,12,ఆ,3078,5.12,1.49,1.04,True,-1,1
4,0.11,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug04.png,synthetic_default,12,ఆ,3078,0.64,-2.83,1.0,True,-1,-1
5,0.82,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug05.png,synthetic_default,12,ఆ,3078,9.36,-4.43,1.02,True,-2,-1
6,0.97,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug06.png,synthetic_default,12,ఆ,3078,9.36,-2.28,1.01,True,0,-1
7,0.66,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug07.png,synthetic_default,12,ఆ,3078,2.0,-1.48,1.03,True,2,0
8,0.15,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug08.png,synthetic_default,12,ఆ,3078,5.73,-4.73,1.01,True,-2,-2
9,1.48,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug09.png,synthetic_default,12,ఆ,3078,4.72,-2.74,1.02,True,1,-2
10,1.17,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug10.png,synthetic_default,12,ఆ,3078,4.22,2.74,1.04,True,-2,2
11,0.96,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug11.png,synthetic_default,12,ఆ,3078,4.7,4.14,1.01,True,-1,0
12,0.85,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug12.png,synthetic_default,12,ఆ,3078,7.15,-3.07,1.03,True,2,-1
13,0.24,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug13.png,synthetic_default,12,ఆ,3078,9.36,-2.77,1.02,True,1,2
14,1.47,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug14.png,synthetic_default,12,ఆ,3078,3.92,0.28,0.99,True,-2,1
15,0.06,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug15.png,synthetic_default,12,ఆ,3078,0.95,0.29,0.95,True,-2,0
16,0.14,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug16.png,synthetic_default,12,ఆ,3078,8.08,-1.32,1.01,True,2,1
17,0.68,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug17.png,synthetic_default,12,ఆ,3078,5.85,-4.03,1.0,True,-1,-2
18,1.49,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug18.png,synthetic_default,12,ఆ,3078,6.04,3.57,0.97,True,-1,0
19,1.48,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug19.png,synthetic_default,12,ఆ,3078,4.26,-4.68,0.98,True,-2,0
20,0.6,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug20.png,synthetic_default,12,ఆ,3078,4.22,4.02,1.02,True,1,0
21,0.19,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug21.png,synthetic_default,12,ఆ,3078,0.48,3.64,0.97,True,-1,-1
22,0.16,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug22.png,synthetic_default,12,ఆ,3078,2.38,4.28,0.98,True,-1,2
23,0.63,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug23.png,synthetic_default,12,ఆ,3078,0.45,1.38,1.01,True,-2,1
24,0.02,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug24.png,synthetic_default,12,ఆ,3078,2.78,3.21,1.01,True,-2,-1
25,0.14,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug25.png,synthetic_default,12,ఆ,3078,3.79,3.25,1.03,True,1,2
26,0.7,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug26.png,synthetic_default,12,ఆ,3078,6.6,1.78,1.03,True,1,-1
27,0.99,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug27.png,synthetic_default,12,ఆ,3078,4.14,-3.72,1.01,True,-2,-1
28,0.6,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug28.png,synthetic_default,12,ఆ,3078,0.95,-4.65,1.03,True,1,-2
29,1.08,data/raw/synthetic_default/12pt/synthetic_default_03078_12pt_aug29.png,synthetic_default,12,ఆ,3078,9.47,-1.41,0.97,True,0,2
0,0,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug00.png,synthetic_default,12,ఇ,3079,0,0,,True,,
1,0.62,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug01.png,synthetic_default,12,ఇ,3079,1.11,-4.33,1.03,True,2,-2
2,1.14,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug02.png,synthetic_default,12,ఇ,3079,2.76,1.8,1.0,True,-2,2
3,1.28,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug03.png,synthetic_default,12,ఇ,3079,6.03,0.04,1.01,True,1,-2
4,0.21,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug04.png,synthetic_default,12,ఇ,3079,4.23,-2.51,0.99,True,0,0
5,1.44,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug05.png,synthetic_default,12,ఇ,3079,6.15,1.55,0.96,True,1,2
6,0.31,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug06.png,synthetic_default,12,ఇ,3079,7.7,4.1,0.96,True,0,2
7,0.48,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug07.png,synthetic_default,12,ఇ,3079,4.88,0.96,0.97,True,0,2
8,0.92,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug08.png,synthetic_default,12,ఇ,3079,6.93,-0.63,1.0,True,1,0
9,1.17,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug09.png,synthetic_default,12,ఇ,3079,5.48,4.66,1.0,True,-1,-2
10,0.13,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug10.png,synthetic_default,12,ఇ,3079,9.42,-3.01,1.03,True,-2,-2
11,0.56,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug11.png,synthetic_default,12,ఇ,3079,6.64,1.93,0.99,True,0,-2
12,1.14,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug12.png,synthetic_default,12,ఇ,3079,2.98,-0.25,1.0,True,0,1
13,0.16,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug13.png,synthetic_default,12,ఇ,3079,7.15,-1.58,1.0,True,1,-2
14,0.91,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug14.png,synthetic_default,12,ఇ,3079,6.47,4.5,0.97,True,1,0
15,1.31,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug15.png,synthetic_default,12,ఇ,3079,6.69,0.25,0.99,True,-2,2
16,0.17,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug16.png,synthetic_default,12,ఇ,3079,5.94,3.51,1.03,True,1,-2
17,1.38,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug17.png,synthetic_default,12,ఇ,3079,9.61,-2.44,1.02,True,2,-1
18,0.18,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug18.png,synthetic_default,12,ఇ,3079,5.66,-0.44,1.04,True,2,-1
19,0.57,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug19.png,synthetic_default,12,ఇ,3079,0.27,2.4,1.0,True,0,2
20,1.46,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug20.png,synthetic_default,12,ఇ,3079,9.5,0.66,1.04,True,2,2
21,1.09,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug21.png,synthetic_default,12,ఇ,3079,2.37,3.56,0.97,True,0,-2
22,0.39,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug22.png,synthetic_default,12,ఇ,3079,8.12,-0.13,1.03,True,-2,1
23,1.23,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug23.png,synthetic_default,12,ఇ,3079,2.59,2.23,0.96,True,-1,-2
24,0.89,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug24.png,synthetic_default,12,ఇ,3079,1.53,3.82,0.99,True,0,2
25,0.25,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug25.png,synthetic_default,12,ఇ,3079,2.19,-2.77,1.04,True,0,-1
26,0.64,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug26.png,synthetic_default,12,ఇ,3079,7.01,-4.54,0.96,True,-2,2
27,0.3,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug27.png,synthetic_default,12,ఇ,3079,6.88,-0.71,1.04,True,-1,1
28,1.36,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug28.png,synthetic_default,12,ఇ,3079,3.13,-0.61,1.04,True,0,-1
29,0.97,data/raw/synthetic_default/12pt/synthetic_default_03079_12pt_aug29.png,synthetic_default,12,ఇ,3079,7.15,3.28,0.98,True,-2,-2
0,0,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug00.png,synthetic_default,12,ఈ,3080,0,0,,True,,
1,0.4,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug01.png,synthetic_default,12,ఈ,3080,6.37,-0.02,0.97,True,1,0
2,0.48,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug02.png,synthetic_default,12,ఈ,3080,6.76,-4.15,0.96,True,-1,0
3,1.47,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug03.png,synthetic_default,12,ఈ,3080,3.19,3.25,0.97,True,0,2
4,0.64,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug04.png,synthetic_default,12,ఈ,3080,0.89,3.93,1.04,True,-2,2
5,1.19,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug05.png,synthetic_default,12,ఈ,3080,6.43,3.25,0.99,True,-1,0
6,1.4,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug06.png,synthetic_default,12,ఈ,3080,7.0,-2.34,0.96,True,1,0
7,0.87,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug07.png,synthetic_default,12,ఈ,3080,1.27,4.06,1.01,True,2,2
8,1.02,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug08.png,synthetic_default,12,ఈ,3080,8.9,-3.77,1.05,True,-2,2
9,1.33,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug09.png,synthetic_default,12,ఈ,3080,8.15,-0.04,1.03,True,-1,1
10,0.77,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug10.png,synthetic_default,12,ఈ,3080,0.93,0.7,0.99,True,2,-1
11,0.01,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug11.png,synthetic_default,12,ఈ,3080,5.87,-4.93,0.99,True,2,-1
12,0.86,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug12.png,synthetic_default,12,ఈ,3080,8.38,-3.38,0.98,True,-1,0
13,0.78,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug13.png,synthetic_default,12,ఈ,3080,9.66,-4.66,0.96,True,-1,0
14,0.7,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug14.png,synthetic_default,12,ఈ,3080,4.18,0.28,1.03,True,1,-2
15,0.54,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug15.png,synthetic_default,12,ఈ,3080,7.75,-0.97,0.95,True,1,2
16,0.48,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug16.png,synthetic_default,12,ఈ,3080,3.47,-4.91,1.01,True,2,1
17,0.24,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug17.png,synthetic_default,12,ఈ,3080,1.96,-4.11,1.05,True,-2,-2
18,0.08,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug18.png,synthetic_default,12,ఈ,3080,1.43,-3.4,0.98,True,0,-2
19,0.08,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug19.png,synthetic_default,12,ఈ,3080,5.79,-3.21,1.02,True,0,2
20,0.74,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug20.png,synthetic_default,12,ఈ,3080,4.32,-4.73,1.0,True,-1,-2
21,0.42,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug21.png,synthetic_default,12,ఈ,3080,6.5,0.22,1.04,True,0,-2
22,1.25,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug22.png,synthetic_default,12,ఈ,3080,9.73,-3.55,0.98,True,-2,0
23,1.07,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug23.png,synthetic_default,12,ఈ,3080,2.55,3.5,1.0,True,-2,-2
24,0.04,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug24.png,synthetic_default,12,ఈ,3080,3.0,0.6,1.0,True,1,0
25,1.0,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug25.png,synthetic_default,12,ఈ,3080,2.48,-2.05,1.03,True,-1,2
26,0.3,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug26.png,synthetic_default,12,ఈ,3080,2.98,1.58,0.97,True,2,1
27,0.17,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug27.png,synthetic_default,12,ఈ,3080,2.76,-3.15,0.99,True,-2,0
28,0.15,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug28.png,synthetic_default,12,ఈ,3080,1.57,0.61,0.99,True,-1,1
29,0.81,data/raw/synthetic_default/12pt/synthetic_default_03080_12pt_aug29.png,synthetic_default,12,ఈ,3080,0.49,-1.09,0.98,True,-2,-1
0,0,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug00.png,synthetic_default,12,ఉ,3081,0,0,,True,,
1,0.75,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug01.png,synthetic_default,12,ఉ,3081,1.62,-2.56,1.03,True,-1,2
2,1.3,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug02.png,synthetic_default,12,ఉ,3081,5.48,-2.44,1.0,True,2,2
3,0.88,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug03.png,synthetic_default,12,ఉ,3081,3.6,1.29,1.05,True,1,-2
4,0.04,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug04.png,synthetic_default,12,ఉ,3081,2.58,3.53,1.0,True,-1,0
5,0.55,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug05.png,synthetic_default,12,ఉ,3081,7.86,1.16,1.04,True,-1,-2
6,1.26,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug06.png,synthetic_default,12,ఉ,3081,4.7,-0.62,1.04,True,-2,2
7,0.82,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug07.png,synthetic_default,12,ఉ,3081,9.46,-3.92,1.04,True,1,1
8,1.47,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug08.png,synthetic_default,12,ఉ,3081,3.7,4.12,1.0,True,2,-1
9,1.48,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug09.png,synthetic_default,12,ఉ,3081,4.95,0.89,1.0,True,1,-2
10,1.24,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug10.png,synthetic_default,12,ఉ,3081,7.86,4.82,1.05,True,2,2
11,1.21,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug11.png,synthetic_default,12,ఉ,3081,3.07,-4.0,1.0,True,1,-2
12,0.79,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug12.png,synthetic_default,12,ఉ,3081,8.79,-1.72,1.04,True,1,2
13,0.42,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug13.png,synthetic_default,12,ఉ,3081,9.06,3.95,1.0,True,1,-1
14,0.81,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug14.png,synthetic_default,12,ఉ,3081,3.23,3.11,0.98,True,2,1
15,0.83,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug15.png,synthetic_default,12,ఉ,3081,8.87,4.82,0.98,True,1,-1
16,1.33,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug16.png,synthetic_default,12,ఉ,3081,8.85,0.5,0.97,True,0,1
17,1.11,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug17.png,synthetic_default,12,ఉ,3081,6.69,3.78,0.97,True,1,-2
18,0.75,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug18.png,synthetic_default,12,ఉ,3081,9.59,0.57,0.98,True,2,1
19,0.72,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug19.png,synthetic_default,12,ఉ,3081,0.17,2.28,1.03,True,0,-1
20,1.48,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug20.png,synthetic_default,12,ఉ,3081,7.77,2.82,0.99,True,1,0
21,0.86,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug21.png,synthetic_default,12,ఉ,3081,6.53,-1.8,1.02,True,2,1
22,1.11,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug22.png,synthetic_default,12,ఉ,3081,3.24,-0.91,1.01,True,-2,-1
23,1.42,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug23.png,synthetic_default,12,ఉ,3081,8.08,-1.08,0.98,True,1,2
24,0.07,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug24.png,synthetic_default,12,ఉ,3081,2.74,-1.72,1.04,True,-2,0
25,0.11,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug25.png,synthetic_default,12,ఉ,3081,4.84,4.54,1.0,True,2,-1
26,1.36,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug26.png,synthetic_default,12,ఉ,3081,0.8,-1.52,1.0,True,2,2
27,0.36,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug27.png,synthetic_default,12,ఉ,3081,7.7,3.39,0.97,True,-2,2
28,1.09,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug28.png,synthetic_default,12,ఉ,3081,0.11,4.39,1.0,True,-1,2
29,0.2,data/raw/synthetic_default/12pt/synthetic_default_03081_12pt_aug29.png,synthetic_default,12,ఉ,3081,8.22,-0.23,1.0,True,1,-1
0,0,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug00.png,synthetic_default,12,ఊ,3082,0,0,,True,,
1,0.08,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug01.png,synthetic_default,12,ఊ,3082,7.26,4.78,1.0,True,0,1
2,0.21,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug02.png,synthetic_default,12,ఊ,3082,9.82,-4.66,1.03,True,-1,0
3,0.0,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug03.png,synthetic_default,12,ఊ,3082,5.44,-0.6,0.99,True,-1,-2
4,0.72,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug04.png,synthetic_default,12,ఊ,3082,6.25,-3.41,1.0,True,1,1
5,0.05,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug05.png,synthetic_default,12,ఊ,3082,6.19,-3.77,0.99,True,-2,2
6,1.34,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug06.png,synthetic_default,12,ఊ,3082,3.66,-1.05,0.96,True,1,2
7,1.06,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug07.png,synthetic_default,12,ఊ,3082,2.8,1.7,0.98,True,1,2
8,0.64,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug08.png,synthetic_default,12,ఊ,3082,0.28,1.57,0.95,True,2,1
9,0.26,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug09.png,synthetic_default,12,ఊ,3082,1.23,-0.43,0.97,True,-1,2
10,0.3,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug10.png,synthetic_default,12,ఊ,3082,5.7,-2.82,0.96,True,-1,-1
11,1.44,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug11.png,synthetic_default,12,ఊ,3082,8.53,-3.5,1.03,True,1,2
12,1.22,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug12.png,synthetic_default,12,ఊ,3082,2.39,4.52,1.02,True,1,2
13,0.3,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug13.png,synthetic_default,12,ఊ,3082,6.71,4.18,1.03,True,-2,2
14,0.56,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug14.png,synthetic_default,12,ఊ,3082,0.7,4.02,0.95,True,2,-1
15,1.1,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug15.png,synthetic_default,12,ఊ,3082,3.76,-3.94,1.03,True,-2,-1
16,1.48,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug16.png,synthetic_default,12,ఊ,3082,1.86,-1.99,0.97,True,-1,-1
17,1.11,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug17.png,synthetic_default,12,ఊ,3082,2.47,-4.11,1.01,True,0,0
18,0.21,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug18.png,synthetic_default,12,ఊ,3082,7.56,-3.06,1.04,True,-2,-2
19,1.27,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug19.png,synthetic_default,12,ఊ,3082,1.92,3.87,1.0,True,0,0
20,0.44,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug20.png,synthetic_default,12,ఊ,3082,1.69,3.75,0.99,True,-2,1
21,1.05,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug21.png,synthetic_default,12,ఊ,3082,3.27,-2.77,0.97,True,0,0
22,0.65,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug22.png,synthetic_default,12,ఊ,3082,6.78,-1.35,1.0,True,-2,2
23,0.9,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug23.png,synthetic_default,12,ఊ,3082,4.81,4.7,1.05,True,-2,2
24,1.04,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug24.png,synthetic_default,12,ఊ,3082,4.84,-4.39,0.97,True,-2,0
25,0.91,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug25.png,synthetic_default,12,ఊ,3082,0.57,4.0,1.03,True,0,2
26,0.02,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug26.png,synthetic_default,12,ఊ,3082,5.09,-3.29,0.97,True,0,1
27,1.04,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug27.png,synthetic_default,12,ఊ,3082,8.3,-3.98,0.96,True,2,-1
28,1.17,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug28.png,synthetic_default,12,ఊ,3082,2.65,2.92,1.0,True,0,2
29,0.64,data/raw/synthetic_default/12pt/synthetic_default_03082_12pt_aug29.png,synthetic_default,12,ఊ,3082,0.81,-2.3,1.0,True,2,-2
0,0,data/raw/synthetic_default/12pt/synthetic_default_03083_12pt_aug00.png,synthetic_default,12,ఋ,3083,0,0,,True,,
1,1.34,data/raw/synthetic_default/12pt/synthetic_default_03083_12pt_aug01.png,synthetic_default,12,ఋ,3083,4.56,1.17,1.02,True,2,0
2,1.09,data/raw/synthetic_default/12pt/synthetic_default_03083_12pt_aug02.png,synthetic_default,12,ఋ,3083,8.58,2.34,0.95,True,-1,0
3,0.39,data/raw/synthetic_default/12pt/synthetic_default_03083_12pt_aug03.png,synthetic_default,12,ఋ,3083,7.42,2.47,0.97,True,0,-1
4,0.34,data/raw/synthetic_default/12pt/synthetic_default_03083_12pt_aug04.png,synthetic_default,12,ఋ,3083,1.38,-0.59,1.0,True,0,2
5,1.47,data/raw/synthetic_default/12pt/synthetic_default_03083_12pt_aug05.png,synthetic_default,12,ఋ,3083,0.55,1.6,0.98,True,-2,2
